PPMT Back Transform: Unconditional SGS Simulations
6
z1
z2
z3
z4
z5
z6
1.190000	0.165000	-0.330500	0.651000	0.657000	-9.348700
1.893000	-0.504400	1.627000	-0.466600	2.064000	-9.525900
2.570000	-0.258200	0.955000	0.040000	2.375000	-9.576000
2.144000	-0.754000	2.739000	-0.862800	2.926000	-9.398100
2.220000	0.056000	0.023000	0.063000	2.023000	-10.237600
2.084000	-0.272000	0.978000	0.147000	1.716000	-10.361100
2.301000	0.689000	-1.249500	1.415000	1.101000	-10.722000
2.174000	1.106000	-1.726900	1.453000	0.921000	-10.670300
2.060000	0.074000	0.440000	0.773000	1.334000	-10.524200
2.273000	0.179000	-0.054500	0.993000	1.285000	-10.570100
2.016000	-0.051200	0.537000	0.673000	0.892000	-10.702700
2.004000	-0.108000	0.550000	1.033000	0.530000	-11.089200
2.812000	-0.154200	0.596000	1.520000	0.257000	-10.507000
1.599000	0.013000	0.322000	2.005000	0.255000	-10.224100
1.981000	0.781000	-1.703900	2.047000	0.562000	-9.952300
1.389000	1.130000	-2.673900	1.850000	0.057000	-9.618300
1.648000	1.324000	-3.963400	2.035000	0.253000	-9.715300
2.252000	1.069000	-3.850200	2.043000	0.660000	-10.222800
2.244000	1.117000	-3.579800	2.156000	0.606000	-10.299500
2.125000	1.048000	-3.482700	1.132000	0.553000	-10.783800
2.173000	0.454000	-2.974600	1.355000	0.603000	-10.149100
2.239000	-0.446200	-1.154200	0.083000	1.823000	-10.242600
3.227000	-0.164900	-1.418800	0.428000	2.610000	-10.571100
3.470000	-0.337000	-1.033100	0.089000	4.412000	-9.844200
3.396000	-0.429400	-0.925300	0.209000	4.550000	-9.167800
3.205000	-0.424100	-0.511500	0.130000	2.981000	-9.392100
2.258000	-1.005100	0.772000	-0.636000	0.919000	-10.070600
1.506000	-0.333900	-0.410200	-1.130500	0.648000	-10.467500
1.676000	0.674000	-1.697900	-0.157100	-0.036000	-9.947200
2.030000	1.259000	-2.486300	0.118000	-0.315200	-10.165800
1.472000	0.091000	-0.599400	-0.211600	0.072000	-9.734200
1.450000	0.440000	-1.922800	-0.567500	0.467000	-9.221100
0.267000	-1.152800	1.544000	-1.726800	0.613000	-8.991000
-0.457200	-2.393100	4.755000	-2.213900	0.767000	-8.407800
-0.166100	-0.918900	2.221000	-1.029200	0.381000	-8.885200
-0.983100	-2.790800	7.862000	-2.193700	1.604000	-7.207000
-0.815400	-2.944000	7.220000	-1.618700	1.253000	-7.565900
0.015000	-0.581000	2.911000	-0.691000	0.925000	-10.472600
0.109000	-0.297300	2.036000	-0.835000	0.756000	-10.561200
0.272000	-0.334700	1.548000	-2.127400	0.158000	-10.790900
0.388000	-0.145400	0.534000	-1.844100	0.013000	-10.837500
0.002000	-0.726400	1.856000	-2.141700	0.195000	-10.577100
0.124000	-0.431300	1.655000	-2.039700	0.230000	-11.607800
0.244000	-0.913400	2.210000	-1.453600	0.310000	-11.003300
0.105000	-1.022100	3.208000	-1.483500	0.211000	-10.711800
0.378000	-0.568700	2.086000	-1.366000	-0.061700	-11.059700
0.097000	-1.006600	4.182000	-2.056600	0.218000	-9.742300
-0.044100	-1.377500	4.600000	-1.945400	0.206000	-9.398500
-0.524000	-2.444700	5.970000	-1.681200	0.492000	-8.147300
-1.294000	-4.541400	9.494000	-1.498900	-0.013900	-4.444800
1.371000	-1.646400	3.967000	-0.475100	1.222000	-8.001100
2.879000	-0.249100	1.376000	-0.139100	2.371000	-8.874100
1.774000	-1.440700	3.916000	-1.123800	2.372000	-8.906500
1.997000	-0.646300	1.675000	-0.265300	2.538000	-9.777500
2.714000	-1.139000	2.555000	0.257000	4.921000	-8.850500
2.099000	0.416000	-0.833900	0.928000	1.462000	-10.265300
2.288000	0.521000	-0.402300	0.440000	2.022000	-9.998700
2.112000	0.733000	-1.122300	1.179000	1.206000	-10.210100
1.730000	-0.182300	1.139000	0.308000	0.780000	-10.558600
2.014000	-0.540200	1.586000	-0.091500	1.657000	-10.047900
1.973000	-0.255600	0.834000	-0.080300	1.595000	-10.797500
1.703000	0.221000	-0.442700	0.862000	0.505000	-11.252100
1.918000	0.061000	0.136000	1.462000	0.633000	-10.963000
2.135000	-0.267100	0.150000	2.028000	0.610000	-10.094900
2.513000	1.413000	-4.011000	1.778000	0.621000	-10.137800
1.857000	0.800000	-2.716200	1.487000	0.605000	-9.696300
1.854000	1.762000	-4.649500	2.513000	0.301000	-9.547400
1.747000	0.264000	-1.621100	0.961000	0.830000	-10.034000
2.492000	0.906000	-2.768000	0.822000	1.321000	-10.116300
2.706000	0.428000	-2.044700	0.433000	1.987000	-9.791800
2.987000	1.177000	-4.736500	1.801000	1.858000	-10.408200
2.879000	0.150000	-1.906000	1.187000	2.848000	-10.197900
2.836000	0.011000	-1.969000	1.230000	2.520000	-10.902600
3.385000	0.187000	-2.138700	0.880000	2.350000	-10.622500
3.700000	0.970000	-5.677700	0.791000	2.778000	-10.189400
2.464000	-0.114800	-1.639300	-0.052200	2.217000	-10.071700
1.781000	-1.276100	1.231000	-0.998800	1.636000	-9.001900
1.873000	-1.806900	1.920000	-1.293200	0.955000	-8.894400
0.939000	-0.675000	1.157000	-1.386800	0.189000	-9.073700
1.518000	0.811000	-2.123200	-0.331400	-0.001800	-9.418300
1.618000	-0.714500	1.248000	-1.532400	0.155000	-9.053400
0.718000	-1.199900	1.580000	-1.902100	0.469000	-8.322600
-0.198500	-1.658300	3.043000	-2.035800	0.784000	-8.066600
-1.044300	-5.536900	8.293000	-2.890000	1.746000	-4.523600
-1.070100	-4.419600	7.861000	-2.649600	1.583000	-7.018600
-0.802300	-3.227700	6.287000	-2.245400	1.402000	-7.054200
-0.924000	-2.653700	6.360000	-1.729600	0.984000	-8.417200
-0.385900	-0.902600	2.973000	-1.386800	1.850000	-9.241300
0.109000	-0.329800	1.873000	-0.651200	0.453000	-10.706700
0.206000	-0.385300	1.253000	-1.187400	0.173000	-10.305600
0.368000	-0.512200	1.166000	-2.076100	0.089000	-11.545700
-0.025800	-1.010900	2.552000	-2.595500	0.257000	-11.209200
0.453000	-0.221500	1.237000	-1.607600	0.105000	-11.623600
0.349000	-0.993500	2.647000	-1.613000	0.145000	-10.562900
-0.021200	-1.013400	2.152000	-1.294600	0.315000	-10.133200
0.312000	-1.217000	3.212000	-2.253700	0.370000	-10.130100
0.029000	-1.908900	5.741000	-2.082400	0.312000	-9.469800
-0.087400	-1.439100	5.791000	-1.957700	0.114000	-8.580700
-0.660000	-2.454900	7.691000	-1.175200	0.377000	-8.036400
-0.940800	-2.637200	7.814000	-1.048000	-0.671800	-7.276400
1.136000	-0.320800	2.066000	-0.977400	0.830000	-8.040100
3.201000	-1.156900	3.125000	-0.596200	3.808000	-4.284100
1.634000	-1.605400	3.376000	-0.827700	1.984000	-7.968400
1.598000	-0.907100	1.791000	0.008000	2.910000	-8.566500
2.055000	-0.201300	0.220000	0.532000	1.966000	-10.085100
2.356000	0.093000	-0.147900	0.247000	1.769000	-9.690900
2.302000	1.597000	-2.999300	1.108000	0.830000	-9.785300
2.059000	1.510000	-2.216000	0.630000	0.702000	-10.793600
1.583000	0.552000	0.032000	-0.337600	0.509000	-10.789100
1.915000	-0.139200	0.841000	-1.210900	1.742000	-10.688400
1.684000	-0.140200	0.705000	-0.911700	0.890000	-10.512200
1.895000	0.806000	-1.767900	-0.278600	0.701000	-11.591800
1.803000	0.428000	-0.721600	0.187000	0.571000	-11.364300
2.006000	0.322000	-1.189200	0.694000	0.593000	-10.200600
2.231000	1.699000	-4.068200	2.381000	0.473000	-10.428800
2.182000	1.637000	-4.925200	2.117000	0.781000	-9.975500
1.835000	1.369000	-4.124300	2.056000	0.730000	-10.034000
2.168000	0.998000	-3.134800	0.724000	1.316000	-9.948300
2.342000	0.005000	-1.060900	0.834000	2.362000	-9.838400
2.572000	0.088000	-1.235600	0.830000	2.084000	-9.569200
2.750000	-0.563600	-0.435100	0.347000	4.716000	-9.362600
2.881000	0.134000	-3.307000	1.735000	3.193000	-10.840800
